Beer,Brewery,Style,YourRating,GlobalRating,FirstCheckIn,RecentCheckIn
Abuse of Stout,Destination Unknown Beer Company,Stout - Imperial / Double,4.25,4.15,12/15/20,12/15/20
The Death of Civilization in Slow Motion I. (Ghost 907),Adroit Theory,IPA - Imperial / Double New England / Hazy,4,4.11,12/14/20,12/14/20
Yer Killin' Me S'mores!,Barn Town Brewing,Stout - Pastry,4.25,4.09,12/12/20,12/12/20
Smoofee Sour - Banana Peanut,The Brewing Projekt,Sour - Smoothie / Pastry,4,3.72,12/11/20,12/11/20
This $+ØU+ Just Got Serious,Untitled Art,Stout - Imperial / Double Pastry,4.5,4.26,12/11/20,12/11/20
Braaaaaaaains - Peach & Black Currant,Drekker Brewing Company,Sour - Smoothie / Pastry,4.25,4.17,12/10/20,12/10/20
Gin & Cran - Gin Barrel Aged Classic Cocktail,Barn Town Brewing,Blonde Ale,3.5,3.9,12/10/20,12/10/20
Old Fashioned - Gin Barrel Aged Classic Cocktail,Barn Town Brewing,Blonde Ale,4.25,4.32,12/10/20,12/10/20
Dark & Stormy - Gin Barrel Aged Classic Cocktail,Barn Town Brewing,Blonde Ale,4.25,3.9,12/10/20,12/10/20
Into the Woods,Big Grove Brewery,Sour - Fruited,3.5,4.11,12/09/20,12/09/20
Minuteman,Big Grove Brewery,IPA - Imperial / Double,4.25,3.98,12/08/20,12/08/20
Donut Go Breakin' My Heart,Pulpit Rock Brewing Company,Sour - Fruited,4.75,4.3,12/07/20,12/07/20
Strata-G,Pulpit Rock Brewing Company,IPA - Imperial / Double,4.25,4.14,12/07/20,12/07/20
HDTV,Big Grove Brewery,IPA - Imperial / Double New England / Hazy,4.5,4.4,12/07/20,12/07/20
Blustery,Pulpit Rock Brewing Company,Sour - Other,4.25,4.37,12/06/20,12/06/20
Banana Straws,Pulpit Rock Brewing Company,Sour - Smoothie / Pastry,4.25,4.35,12/06/20,12/06/20
Strawberry Shortcake Fandango,Toppling Goliath Brewing Co.,Sour - Fruited,4,4.17,12/05/20,12/05/20
Kentucky Brunch Brand Stout (2020),Toppling Goliath Brewing Co.,Stout - Imperial / Double,5,4.87,12/05/20,04/13/22
Vanilla Bean Assassin (2019),Toppling Goliath Brewing Co.,Stout - Imperial / Double,5,4.77,12/05/20,12/05/20
Term Oil S'mores,Toppling Goliath Brewing Co.,Stout - Imperial / Double,4.75,4.5,12/05/20,12/05/20
Kaiju Clash,Toppling Goliath Brewing Co.,Stout - Imperial / Double Coffee,4.5,4.37,12/05/20,12/05/20
Term Oil Fluffernutter,Toppling Goliath Brewing Co.,Stout - Imperial / Double,4.75,4.55,12/05/20,12/05/20
Kentucky Brunch Brand Stout,Toppling Goliath Brewing Co.,Stout - Imperial / Double,5,4.83,12/05/20,12/05/20
Richard the Whale: Coffee (2020),Big Grove Brewery,Stout - Russian Imperial,4.25,4.33,12/05/20,12/05/20
Richard the Whale: Spotted Richard (2020),Big Grove Brewery,Stout - Russian Imperial,4.25,4.43,12/05/20,12/05/20
Richard the Whale: Vietnamese Coconut Coffee (2020),Big Grove Brewery,Stout - Russian Imperial,4.5,4.6,12/05/20,12/05/20
Bourbon County Brand Kentucky Fog Stout (2020),Goose Island Beer Co.,Stout - Imperial / Double,3,4.08,12/02/20,12/02/20
Quiet,Lua Brewing,Stout - Other,4.5,4.49,11/29/20,11/29/20
Pushpop: Least Best,Lua Brewing,Sour - Fruited,4.5,4.5,11/28/20,11/28/20
Thick Avenue,Lua Brewing,Sour - Fruited,4.25,4.05,11/28/20,11/28/20
Bourbon County Brand Special #4 Stout (2020),Goose Island Beer Co.,Stout - Imperial / Double Oatmeal,4.5,4.4,11/28/20,11/28/20
Sun For Miles,Lua Brewing,IPA - New England / Hazy,4.25,4.25,11/27/20,11/27/20
Bourbon County Brand Stout (2020) 14.6%,Goose Island Beer Co.,Stout - Imperial / Double,4.5,4.46,11/27/20,11/27/20
Barrel Aged The Visitor Imperial Stout (Banana Cream Pie) -- Batch I (9/10/2020),Alluvial Brewing Company,Stout - Imperial / Double,4.25,4.07,11/27/20,11/27/20
Hedonistic,Lua Brewing,Stout - Imperial / Double,4.75,4.58,11/25/20,11/25/20
Bourbon County Brand Stout (2017) 14.1%,Goose Island Beer Co.,Stout - Imperial / Double,4.25,4.48,11/25/20,11/25/20
Unnecessary Commentary,Barn Town Brewing,Stout - Imperial / Double Pastry,4,4.19,11/23/20,11/23/20
Juicy Gossip,Bell's Brewery,Pale Ale - American,3.25,3.7,11/21/20,11/21/20
Light Hearted Ale,Bell's Brewery,IPA - Session,3,3.54,11/21/20,11/21/20
Imperial Smells Like Bean Spirit - Special Roast (French Toast),Mikerphone Brewing,Stout - Imperial / Double Coffee,4.5,4.16,11/21/20,11/21/20
Black Note Stout,Bell's Brewery,Stout - Imperial / Double,4.25,4.44,11/18/20,11/18/20
Barrel Aged Aurox Imperial Stout (Cacao Nibs & Raspberries) -- Batch I (2/29/2020),Alluvial Brewing Company,Stout - Imperial / Double,4.5,3.95,11/17/20,11/17/20
Manic_pixie_eco_warrior,Solemn Oath Brewery,Barleywine - English,3.5,3.75,11/11/20,11/11/20
Santa's Cookie Duster,Marz Community Brewing Co.,Barleywine - Other,3.5,3.73,11/11/20,11/11/20
Peachy Bones,Firestone Walker Brewing Company,Wild Ale - American,4,4.04,11/11/20,11/11/20
KBS Espresso (2020),Founders Brewing Co.,Stout - Imperial / Double Coffee,4.25,4.23,11/11/20,11/11/20
Rocky Road,Hubbard's Cave,Stout - Imperial / Double Pastry,3.75,4.03,11/11/20,11/11/20
Grand Cru,North Coast Brewing Company,Strong Ale - American,2,3.84,11/11/20,11/11/20
Oh My Goodies,Barn Town Brewing,Stout - Imperial / Double Pastry,3.75,4.15,11/06/20,11/06/20
The Ages,Deschutes Brewery,Lambic - Gueuze,4,4.06,11/04/20,11/04/20
Öö,Põhjala,Porter - Imperial / Double Baltic,3.5,3.96,11/04/20,11/04/20
Big Frooty #27: Kleetus B,Barn Town Brewing,Sour - Smoothie / Pastry,4.5,4.1,11/04/20,11/04/20
Jõuluöö,Põhjala,Porter - Imperial / Double,4,3.9,11/04/20,11/04/20
Blessed,Anchorage Brewing Company,Stout - Imperial / Double,5,4.76,11/04/20,11/04/20
Silent Steps,Barn Town Brewing,IPA - Imperial / Double New England / Hazy,4,4,11/04/20,11/04/20
Double Donuts (Barrel-Aged),SingleSpeed Brewing Company,Stout - Imperial / Double Oatmeal,4.5,4.22,11/04/20,11/04/20
Big Frooty #26: Mace Daddy,Barn Town Brewing,Sour - Smoothie / Pastry,4.25,3.99,11/04/20,11/04/20
KBS Maple Mackinac Fudge,Founders Brewing Co.,Stout - Imperial / Double Coffee,4.75,4.37,11/03/20,11/03/20
Direct Current,Surly Brewing Company,IPA - American,4,3.7,10/31/20,10/31/20
"Peanut Butter Party, Peanut Butter Porter",Confluence Brewing Company,Porter - Other,4.25,3.98,10/28/20,10/28/20
"Anniversary Jam, Fruited Blonde Ale",Confluence Brewing Company,Blonde Ale,4.25,3.9,10/28/20,10/28/20
Tweak (Bourbon Barrel Aged),Avery Brewing Co.,Stout - Imperial / Double Coffee,4.25,4.39,10/28/20,10/28/20
Baby's First SmushPop,Lua Brewing,Sour - Other,4.5,4.32,10/28/20,10/28/20
Double Pushpop: To A Tradition,Lua Brewing,Sour - Fruited,4.5,4.55,10/28/20,10/28/20
Peanut Butter Porter/ Whiskey Barrel,Mistress Brewing Company,Porter - Other,3.5,3.59,10/28/20,10/28/20
Richard the Whale (2019),Big Grove Brewery,Stout - Russian Imperial,4.5,4.35,10/28/20,10/28/20
Double Donuts,SingleSpeed Brewing Company,Stout - Imperial / Double Oatmeal,4.25,4.14,10/24/20,10/24/20
Witch Slap,Clock House Brewing,IPA - New England / Hazy,4.25,4.07,10/24/20,10/24/20
B.O.R.I.S. The Crusher,Hoppin' Frog Brewery,Stout - Russian Imperial,3.75,4.05,10/21/20,10/21/20
Richard the Whale ,Big Grove Brewery,Stout - Russian Imperial,4.5,4.27,10/21/20,10/21/20
Big Frooty #24: Johnny La Rouge,Barn Town Brewing,Sour - Smoothie / Pastry,4,3.96,10/21/20,10/21/20
Assassin with Coconut (2019),Toppling Goliath Brewing Co.,Stout - Imperial / Double,5,4.59,10/21/20,10/21/20
Darkness (2017) Barrel-Aged,Surly Brewing Company,Stout - Russian Imperial,2.25,4.38,10/18/20,10/18/20
O'Henry Batata Autumn Ale,Alluvial Brewing Company,Red Ale - American Amber / Red,4,4.05,10/16/20,10/16/20
Red Zeppelin,Lake Time Brewery,Red Ale - American Amber / Red,4,3.54,10/16/20,10/16/20
Perfectly Pleasant,Gezellig Brewing Company,Stout - American,3.75,3.96,10/14/20,10/14/20
Adventures of Frank Vol 4: the Godfather,Gezellig Brewing Company,IPA - Imperial / Double,3.75,4.13,10/14/20,10/14/20
Ecto Coolest,Barn Town Brewing,Sour - Fruited,4.25,3.96,10/14/20,10/14/20
Pivot!,Barn Town Brewing,IPA - New England / Hazy,4.25,3.92,10/14/20,10/14/20
Barrel Aged The Visitor Imperial Stout (Malted Milk Ball) -- Batch I (9/10/2020),Alluvial Brewing Company,Stout - Imperial / Double,4.5,3.86,10/12/20,10/12/20
RAWR,The Brewing Projekt,IPA - New England / Hazy,4.5,4.08,10/11/20,10/11/20
All Day IPA,Founders Brewing Co.,IPA - Session,3.5,3.7,10/08/20,10/08/20
Harvestivus,515 Brewing Company,Märzen,3.5,3.82,10/08/20,10/08/20
8th Anniversary Oatmeal Raisin Cookie Stout,Backpocket Brewing,Stout - Russian Imperial,4,4.02,10/05/20,10/05/20
Hop-15 Ale,Port Brewing Company,IPA - Imperial / Double,4,3.99,10/03/20,10/03/20
Lost In Spacejuice,Marto Brewing Company,IPA - New England / Hazy,4.25,4.11,10/02/20,10/02/20
Mornin' Delight (2020),Toppling Goliath Brewing Co.,Stout - Imperial / Double Coffee,4.5,4.54,10/02/20,10/02/20
Oktoberfest,Jacob Leinenkugel Brewing Company,Märzen,3,3.39,09/30/20,09/30/20
Wild Streak,Brooklyn Brewery,Wild Ale - American,3.75,3.72,09/30/20,09/30/20
Violet Underground,Firestone Walker Brewing Company,Wild Ale - Other,4.25,4.11,09/30/20,09/30/20
Firestone 23 (XXIII) Anniversary Ale (2019),Firestone Walker Brewing Company,Strong Ale - American,3.75,4.32,09/30/20,09/30/20
Barrel Aged Comrade With Coffee And Vanilla,ZümBier,Stout - Russian Imperial,4.25,4.32,09/30/20,09/30/20
Dragons,Urban Artifact,Fruit Beer,4,4.03,09/29/20,09/29/20
Dreamsicle,903 Brewers,Sour - Smoothie / Pastry,4.5,4.13,09/29/20,09/29/20
Hazy IPA,Grumpy Goat Tavern,IPA - New England / Hazy,3.5,3.72,09/27/20,09/27/20
Coffee Coconut Stout,WeldWerks Brewing Co.,Stout - Imperial / Double Milk,4,4.11,09/27/20,09/27/20
Mikerphone Solo,Mikerphone Brewing,IPA - New England / Hazy,4.5,4.13,09/25/20,09/25/20
Puppy,Anchorage Brewing Company,IPA - American,4.5,4.02,09/25/20,09/25/20
Wild Sour Series: Salted Watermelon Gose,DESTIHL Brewery,Sour - Fruited Gose,3,3.71,09/24/20,09/24/20
Oktobot 3000 (2020),Lion Bridge Brewing Company,Märzen,4.25,3.96,09/24/20,09/24/20
Mango Fett,Franklin Street Brewing Company,IPA - New England / Hazy,4.25,3.92,09/23/20,09/23/20
Big Blueberry Ox,Boulevard Brewing Co.,Farmhouse Ale - Saison,4,3.76,09/16/20,09/16/20
Pushpop: Uneven Seams,Lua Brewing,Sour - Fruited,4.75,4.38,09/16/20,09/16/20
Miracle Toast,Hoof Hearted Brewing,Stout - Imperial / Double,4,4.06,09/16/20,09/16/20
Pushpop: the Pointer Brothers,Lua Brewing,Sour - Fruited,5,4.54,09/11/20,09/11/20
Game of Thrones: For the Throne,Brewery Ommegang,Belgian Strong Golden Ale,4,3.79,09/09/20,09/09/20
Pineapple Cherry Swirl,Big Grove Brewery,Sour - Fruited Berliner Weisse,4,3.9,09/09/20,09/09/20
Algorithm,Lua Brewing,Sour - Fruited,4.75,4.27,09/05/20,09/05/20
Black Is Beautiful,Lua Brewing,Stout - Imperial / Double Pastry,4.75,4.49,09/04/20,09/04/20
Simulacra,Lua Brewing,Sour - Fruited,4,4.24,09/04/20,09/04/20
B-Bomb (2016),Fremont Brewing,Winter Ale,4.25,4.36,09/02/20,09/02/20
Michelob Golden Light,Anheuser-Busch,Lager - American Light,3.25,2.82,09/02/20,09/02/20
Little Black Dress,Mistress Brewing Company,IPA - Black / Cascadian Dark Ale,3.25,3.58,09/02/20,09/02/20
Rhubbyl Strawberry Sour,Alluvial Brewing Company,Sour - Other,4.25,3.91,08/30/20,08/30/20
Lutris Pale Ale,Alluvial Brewing Company,Pale Ale - New England / Hazy,4,3.97,08/30/20,08/30/20
"Wicked Tripel, Oak Barrel Aged Belgian-Style Tripel Ale",Confluence Brewing Company,Belgian Tripel,3.75,3.76,08/26/20,08/26/20
Emperor Norton,Almanac Beer Company,IPA - Belgian,3.5,3.76,08/26/20,08/26/20
Final Entropy,Jackie O's Brewery,Farmhouse Ale - Other,2.75,3.77,08/26/20,08/26/20
Barrel Aged Velvet | 2020,Big Grove Brewery,Stout - Imperial / Double,5,4.66,08/26/20,08/26/20
Into the Jungle,Big Grove Brewery,Sour - Fruited,4.25,4.1,08/26/20,08/26/20
Estrella Jalisco,Grupo Modelo,Lager - Mexican,3,3.14,08/21/20,08/21/20
Black Butte XXXI,Deschutes Brewery,Porter - Imperial / Double,4,4.12,08/19/20,08/19/20
For Life,Indie Brewing Company,Stout - Imperial / Double,4.25,4.09,08/15/20,08/15/20
Dino S'mores,Off Color Brewing,Stout - Russian Imperial,4,4.02,08/14/20,08/14/20
A Round on the House,_____ Brewing,Stout - Milk / Sweet,3.75,3.86,08/14/20,08/14/20
Imperial Wedding Cake Break (2019),Evil Twin Brewing,Porter - Imperial / Double,4,3.94,08/14/20,08/14/20
"Light & Squeezy, Lemon-Raspberry Radler",Confluence Brewing Company,Shandy / Radler,4,3.91,08/12/20,08/12/20
8th Anniversary Stout,Backpocket Brewing,Stout - Russian Imperial,4,4.1,08/08/20,08/08/20
Reindeer Tears (2018),Heathen Brewing,Barleywine - American,4.25,4,08/05/20,08/05/20
Triple Surfer,Trophy Brewing Company,IPA - Triple,4.25,4.14,08/05/20,08/05/20
Oak Aged Belgian Quad Ale,Mistress Brewing Company,Belgian Quadrupel,3.5,3.8,08/05/20,08/05/20
Lunch,Maine Beer Company,IPA - American,4,4.17,08/05/20,08/05/20
Member Berries,Marto Brewing Company,Sour - Fruited,4.25,4.14,08/03/20,08/03/20
Black Is Beautiful,Barn Town Brewing,Stout - Imperial / Double,4.25,3.99,08/02/20,08/02/20
Room For Activities,Marto Brewing Company,Sour - Fruited,4.25,3.99,08/01/20,08/01/20
Cin Sin (2020),Barn Town Brewing,Stout - Imperial / Double,4.25,4.03,07/29/20,07/29/20
Hazelnut Pot De Crème (All Canned Dates),Hubbard's Cave,Stout - Imperial / Double Pastry,4.25,4.13,07/29/20,07/29/20
I Believe In Love,Allagash Brewing Company,Sour - Fruited,4,4.06,07/29/20,07/29/20
Ghosts in the Forest,The Lost Abbey,Wild Ale - American,4,4.07,07/29/20,07/29/20
Hazy Day IPA,Carroll Brewing Company,IPA - Session,3.25,3.66,07/29/20,07/29/20
10th Anniversary Barrel-Aged Torpedo,Sierra Nevada Brewing Co.,IPA - American,3.75,3.96,07/29/20,07/29/20
Imperial Coconut Porter,Maui Brewing Company,Porter - Imperial / Double,3.75,4.13,07/29/20,07/29/20
Orange Lazarus Milkshake IPA,Alluvial Brewing Company,IPA - Milkshake,4.5,3.98,07/29/20,07/29/20
Danny Boy,Pulpit Rock Brewing Company,IPA - American,3.75,3.92,07/26/20,07/26/20
Pour-Over Porter (Tanzanian Peaberry),Pulpit Rock Brewing Company,Porter - Coffee,4,4.16,07/25/20,07/25/20
Remember,Lua Brewing,Stout - Imperial / Double,5,4.52,07/22/20,07/22/20
Rolling Thunder Imperial Stout (2020),Rogue Ales,Stout - Imperial / Double,4,4.19,07/22/20,07/22/20
Weissbier,Carroll Brewing Company,Wheat Beer - Other,3.75,3.72,07/22/20,07/22/20
India Pale Ale,Carroll Brewing Company,IPA - American,3.75,3.61,07/22/20,07/22/20
Cryptomnesia,Pulpit Rock Brewing Company,Sour - Fruited,3.75,4.19,07/21/20,07/21/20
Hoopla,Pulpit Rock Brewing Company,Sour - Fruited,4.25,4.28,07/18/20,07/18/20
Busch Light Apple,Anheuser-Busch,Lager - American Light,3.5,3.39,07/18/20,07/18/20
Black Is Beautiful,Pulpit Rock Brewing Company,Stout - Milk / Sweet,4.5,4.24,07/17/20,07/17/20
Sunshine And Swimsuits,Pulpit Rock Brewing Company,Sour - Fruited,4.5,4.26,07/17/20,07/18/20
Madagascar,4 Hands Brewing Company,Stout - Imperial / Double Milk,4.5,4.34,07/15/20,07/15/20
Three Chocolatiers,Riverlands Brewing Company,Stout - Imperial / Double Milk,4,4.2,07/15/20,07/15/20
Eclipse - Booker's (BKR) (2019),FiftyFifty Brewing Co.,Stout - Imperial / Double,4.25,4.3,07/14/20,07/14/20
Cavatica Stout,Fort George Brewery,Stout - Imperial / Double,3.75,3.91,07/13/20,07/13/20
W4 Dry Hopped Gose,Transmitter Brewing,Sour - Traditional Gose,3.75,3.93,07/11/20,07/11/20
Bramble Candy [BANISHED] 2020,Crux Fermentation Project,Sour - Fruited,3.75,4.12,07/11/20,07/11/20
Dragon’s Milk Reserve: Scotch Barrel-Aged Stout With Marshmallow & Dark Chocolate (2020-2),New Holland Brewing,Stout - Imperial / Double,4.25,4.26,07/11/20,07/11/20
Champion Ground,Jackie O's Brewery,Stout - Imperial / Double Coffee,4.5,4.36,07/10/20,07/10/20
DDH Tropic-Hero,Revolution Brewing Company,IPA - New England / Hazy,4,3.98,07/08/20,07/08/20
Vanilla Drive-In,Barn Town Brewing,IPA - Milkshake,4.25,4.06,07/08/20,07/08/20
Rocket Pop Summer Sour,Barn Town Brewing,Sour - Fruited,4.5,4.08,07/08/20,07/08/20
Peanut Butter Jelly Crime,Superstition Meadery,Mead - Melomel,4.25,4.16,07/08/20,07/08/20
REBEL (Ghost 860),Adroit Theory,IPA - Imperial / Double New England / Hazy,4.25,4.18,07/08/20,07/08/20
Brain Squeeze - Blackberry/Cucumber,Drekker Brewing Company,Sour - Smoothie / Pastry,4.25,4,07/05/20,07/05/20
DDH 3.8 Miles,WeldWerks Brewing Co.,IPA - Imperial / Double New England / Hazy,4.5,4.18,07/05/20,07/05/20
Brewer's Reserve Bourbon Pecan Kringle Stout,Central Waters Brewing Company,Stout - Imperial / Double Pastry,4.5,4.23,07/05/20,07/05/20
Lemon Meringue Pie,Westbrook Brewing Co.,Sour - Fruited,4,4.05,07/05/20,07/05/20
Tunnel Vision,Bearded Iris Brewing,IPA - New England / Hazy,4.25,4.11,07/05/20,07/05/20
DDH PULP Daddy,Greater Good Imperial Brewing Company,IPA - Imperial / Double New England / Hazy,4.5,4.16,07/02/20,07/02/20
GREMLIN,Black Project Spontaneous & Wild Ales,Sour - Other,4,3.8,07/02/20,07/02/20
Gunner's Daughter,Mast Landing Brewing Co.,Stout - Milk / Sweet,4,4.15,07/01/20,07/01/20
Assassin (2020),Toppling Goliath Brewing Co.,Stout - Imperial / Double,5,4.59,07/01/20,07/01/20
Tickle Monster,Drekker Brewing Company,IPA - Imperial / Double New England / Hazy,4,4.13,07/01/20,07/01/20
Bakery: Oatmeal Cookie,The Bruery,Stout - Imperial / Double Pastry,4,4.08,07/01/20,07/01/20
Coffee & Cakes (All Canned Dates),Hubbard's Cave,Stout - Imperial / Double,4.25,4.09,07/01/20,07/01/20
Existential Joy,Belching Beaver Brewery,Sour - Fruited,4.25,3.97,06/29/20,06/29/20
FSB 2019: PART 1,Fair State Brewing Cooperative,Stout - Imperial / Double Pastry,4.5,4.17,06/24/20,06/24/20
Wari,Off Color Brewing,Corn Beer / Chicha de Jora,4,3.77,06/24/20,06/24/20
Barrel Aged ¡Viva La Beaver!,Belching Beaver Brewery,Stout - Imperial / Double Milk,4.75,4.32,06/18/20,06/18/20
Big Frooty #10: Plum & Grape CoolAide,Barn Town Brewing,Sour - Smoothie / Pastry,4,4.35,06/17/20,06/17/20
Big Frooty #11: Tangerine & Tang,Barn Town Brewing,Sour - Smoothie / Pastry,4.5,4.38,06/17/20,06/17/20
Hop Waka (Pineapple Passion),Brightside Aleworks,IPA - New England / Hazy,4.25,4.01,06/17/20,06/17/20
Big Frooty #9: Strawberry Chocolate Cheesecake,Barn Town Brewing,Sour - Smoothie / Pastry,4,4.22,06/17/20,06/17/20
Elbros,Barn Town Brewing,IPA - Imperial / Double New England / Hazy,4.25,3.9,06/17/20,06/17/20
Beer Geek Brunch Weasel Barrel Aged Bourbon,Mikkeller,Stout - Imperial / Double Oatmeal,4.25,4.33,06/14/20,06/14/20
Enlighten-Mint Stout,Brightside Aleworks,Stout - American,4,3.96,06/10/20,06/10/20
Degrees of Boredom,Brightside Aleworks,IPA - Session,3,3.97,06/10/20,06/10/20
Hazy Diamond Bling Sauce,Brightside Aleworks,IPA - Imperial / Double New England / Hazy,4,4.02,06/10/20,06/10/20
Strawberry Chocolate Cheesecake,Barn Town Brewing,Sour - Smoothie / Pastry,3.75,3.99,06/06/20,06/06/20
3 Way Hot Rod,Pulpit Rock Brewing Company,IPA - American,4,4.02,06/05/20,06/05/20
Lemon Bar Sour,Barn Town Brewing,Sour - Smoothie / Pastry,4.25,4.08,06/04/20,06/04/20
FSB 2019: PART 2,Fair State Brewing Cooperative,Stout - Imperial / Double Pastry,4.25,4.04,06/03/20,06/03/20
Antidote BA Blonde Stout,Backpocket Brewing,Stout - Imperial / Double White / Golden,4.25,3.91,06/03/20,06/03/20
Pushpop: Adventure Is Out There,Lua Brewing,Sour - Fruited,5,4.69,06/02/20,06/02/20
Coffee Cloud Maker,Lil Beaver Brewery,Stout - Imperial / Double,4.25,3.85,05/31/20,05/31/20
Pushpop: Parking Lot Wedding,Lua Brewing,Sour - Fruited,5,4.64,05/31/20,05/31/20
Pushpop: Suerte,Lua Brewing,Sour - Fruited,4.5,4.61,05/30/20,05/30/20
Pushpop: One-Man Submarine Ride,Lua Brewing,Sour - Fruited,4.5,4.57,05/29/20,05/29/20
Holding Pattern,Barn Town Brewing,IPA - New England / Hazy,4.25,4,05/28/20,05/28/20
"Dragon’s Milk Reserve: Rum Barrel-Aged Stout with Chocolate, Hazelnut, & Toasted Coconut (2020-1)",New Holland Brewing,Stout - Imperial / Double,3.25,3.86,05/28/20,05/28/20
"Big Frooty: Strawberry, Blueberry, Red Raspberry",Barn Town Brewing,Sour - Smoothie / Pastry,4.5,4.35,05/22/20,05/22/20
Wagon Wheel Wit,Barn Town Brewing,Wheat Beer - Witbier / Blanche,3.5,3.54,05/19/20,05/19/20
"Big Frooty: Peach, Strawberry, Red Raspberry",Barn Town Brewing,Sour - Smoothie / Pastry,4.25,4.22,05/19/20,05/19/20
Term Oil 19-C,Toppling Goliath Brewing Co.,Stout - Imperial / Double,4.25,4.42,05/19/20,05/19/20
Coffee Cinnamon B-Bomb (2019),Fremont Brewing,Winter Ale,4.25,4.41,05/19/20,05/19/20
MMMMMM.......DROP!,Barn Town Brewing,IPA - Imperial / Double,4.5,4.07,05/19/20,05/19/20
Norseman's Wrath,Toppling Goliath Brewing Co.,Stout - Russian Imperial,4.25,3.75,05/17/20,05/17/20
Slow Pitch,Pulpit Rock Brewing Company,IPA - American,4,4.08,05/14/20,05/14/20
Hibiscus Rose,Jefferson County Ciderworks,Cider - Traditional / Apfelwein,2.5,3.69,05/13/20,05/13/20
Pilsner Mikel,Pulpit Rock Brewing Company,Pilsner - Czech,3.75,3.74,05/13/20,05/13/20
"Big Frooty #1: Blackberry, Peach, Pineapple",Barn Town Brewing,Sour - Smoothie / Pastry,4,4.22,05/13/20,05/13/20
All Together,Pulpit Rock Brewing Company,IPA - American,4.25,4.2,05/11/20,05/11/20
Dirty Secret,Pulpit Rock Brewing Company,Pale Ale - American,4.5,4.11,05/11/20,05/11/20
Root Beer,Barn Town Brewing,Root Beer,3.75,4.36,05/07/20,05/07/20
Saturday Morning Grape & Blueberry,Backpocket Brewing,Sour - Smoothie / Pastry,4,3.98,05/07/20,05/07/20
Pushpop: The Perfect Cast,Lua Brewing,Sour - Fruited,4.5,4.48,05/03/20,05/03/20
All Together,Big Grove Brewery,IPA - New England / Hazy,4.25,4.11,05/02/20,05/02/20
Pushpop: Maybe Love Is the Reason Why,Lua Brewing,Sour - Fruited,4.5,4.56,05/02/20,05/02/20
Black Cherry Lemonade,Truly Hard Seltzer,Hard Seltzer,2.75,3.39,05/02/20,05/02/20
Mango Lemonade,Truly Hard Seltzer,Hard Seltzer,2.5,3.36,05/02/20,05/02/20
Strawberry Lemonade,Truly Hard Seltzer,Hard Seltzer,2.5,3.38,05/02/20,05/02/20
Original Lemonade ,Truly Hard Seltzer,Hard Seltzer,2.25,3.26,05/02/20,05/02/20
Sugar Shower,Barn Town Brewing,Fruit Beer,3.25,3.83,04/28/20,04/28/20
Always Bag Yer Peppers,Barn Town Brewing,Stout - Pastry,4,3.97,04/28/20,04/28/20
Citra Neon Hazy IPA,Barn Town Brewing,IPA - New England / Hazy,4,4.25,04/28/20,04/28/20
Chocolate Bouncy House,Barn Town Brewing,Stout - Milk / Sweet,4,4.05,04/28/20,04/28/20
Mantra,Lua Brewing,Stout - Imperial / Double,4,4.2,04/26/20,04/26/20
Pushpop: Windows,Lua Brewing,Sour - Fruited,5,4.6,04/25/20,04/25/20
Ring Around the Gose,SingleSpeed Brewing Company,Sour - Traditional Gose,4.25,3.9,04/25/20,04/25/20
"""The Gang Brews A Beer""",Brightside Aleworks,IPA - New England / Hazy,4,4.12,04/21/20,04/21/20
Slimothy James,Lua Brewing,IPA - Imperial / Double,4.25,4.17,04/21/20,04/21/20
Coffee Shop Series: Coffee Oatmeal Stout,Big Grove Brewery,Stout - Coffee,4,4.06,04/13/20,04/13/20
From Zero To Iffy,Gezellig Brewing Company,Stout - Imperial / Double Milk,4.25,4.07,04/10/20,04/10/20
Peach & Chong,Barn Town Brewing,Sour - Fruited,4.25,4.09,04/10/20,04/10/20
Tricia,Finnegans Brew Co.,Pale Ale - Belgian,3.5,3.75,04/03/20,04/03/20
Barrel Aged Cicada Killer (w/ Coconut) (2020),Barn Town Brewing,Stout - Imperial / Double,4,4.31,04/03/20,04/03/20
Fantastic Voyage,Perennial Artisan Ales,Stout - Imperial / Double Milk,3.75,3.92,04/03/20,04/03/20
Holidotz,Toppling Goliath Brewing Co.,Lager - American Light,3.5,3.75,04/02/20,04/02/20
Barrel Aged Aurox Imperial Stout -- Batch I (2/29/2020),Alluvial Brewing Company,Stout - Imperial / Double,4.25,4.2,03/31/20,03/31/20
Electric Machete,Barn Town Brewing,IPA - Imperial / Double,4.25,4.13,03/31/20,03/31/20
Pushpop: Panm,Lua Brewing,Sour - Fruited,4.25,4.54,03/30/20,03/30/20
Pushpop: Pand,Lua Brewing,Sour - Fruited,4.75,4.45,03/28/20,03/30/20
Zombie Dust,3 Floyds Brewing,Pale Ale - American,4.25,4.26,03/25/20,03/25/20
Petite Sour Blueberry,Crooked Stave Artisan Beer Project,Wild Ale - American,3.75,4,03/21/20,03/21/20
Speedway Stout,AleSmith Brewing Company,Stout - Imperial / Double Coffee,4,4.18,03/21/20,03/21/20
Tripl3 Scoop,Barn Town Brewing,Stout - Imperial / Double Milk,3.75,4.05,03/18/20,03/18/20
Strawberry Shortcake,Barn Town Brewing,Sour - Smoothie / Pastry,4.25,4.33,03/18/20,03/18/20
